oid;tingid
4677;8998
4678;8999
4679;9000
4680;9001
4681;9002
4682;9003
4683;9004
4684;9005
4685;9006
4686;9007
4687;9008
4688;9009
4689;9010
4690;9011
4691;9012
4692;9013
4693;9014
4694;9015
4695;9016
4696;9017
4697;9018
4698;9019
4699;9020
4700;9021
4701;9022
4702;9023
4703;9024
4704;9025
4705;9026
4706;9027
4707;9028
4708;9029
4709;9030
4710;9031
4711;9032
4712;9033
4713;9034
4714;9035
4715;9036
4716;9037
4717;9038
4718;9039
4719;9040
4720;9041
4721;9042
4722;9043
4723;9044
4724;9045
4725;9046
4726;9047
4727;9048
4728;9049
4729;9050
4730;9051
4731;9052
4732;9053
4733;9054
4734;9055
4735;9056
4736;9057
4737;9058
4738;9059
4739;9060
4740;9061
4741;9062
4742;9063
4743;9064
4744;9065
4745;9066
4746;9067
4747;9068
4748;9069
4749;9070
4750;9071
4751;9072
4752;9073
4753;9074
4754;9075
4755;9076
4756;9077
4757;9078
4758;9079
4759;9080
4760;9081
4761;9082
4762;9083
4763;9084
4764;9085
4765;9086
4766;9087
4767;9088
4768;9089
4769;9090
4770;9091
4771;9092
4772;9093
4773;9094
4774;9095
4775;9096
4776;9097
4777;9098
4778;9099
4779;9100
4780;9101
4781;9102
4782;9103
4783;9104
4784;9105
4785;9106
4786;9107
4787;9108
4788;9109
4789;9110
4790;9111
4791;9112
4792;9113
4793;9114
4794;9115
4795;9116
4796;9117
4797;9118
4798;9119
4799;9120
4800;9121
4801;9122
4802;9123
4803;9124
4804;9125
4805;9126
4806;9127
4807;9128
4808;9129
4809;9130
4810;9131
4811;9132
4812;9133
4813;9134
4814;9135
4815;9136
4816;9137
4817;9138
4818;9139
4819;9140
4820;9141
4821;9142
4822;9143
4823;9144
4824;9145
4825;9146
4826;9147
4827;9148
4828;9149
4829;9150
4830;9151
4831;9152
4832;9153
4833;9154
4834;9155
4835;9156
4836;9157
4837;9158
4838;9159
4839;9160
4840;9161
4841;9162
4842;9163
4843;9164
4844;9165
4845;9166
4846;9167
4847;9168
4848;9169
4849;9170
4850;9171
4851;9172
4852;9173
4853;9174
4854;9175
4855;9176
4856;9177
4857;9178
4858;9179
4859;9180
4860;9181
4861;9182
4862;9183
4863;9184
4864;9185
4865;9186
4866;9187
4867;9188
4868;9189
4869;9190
4870;9191
4871;9192
4872;9193
4873;9194
4874;9195
4875;9196
4876;9197
4877;9198
4878;9199
4879;9200
4880;9201
4881;9202
4882;9203
4883;9204
4884;9205
4885;9206
4886;9207
4887;9208
4888;9209
4889;9210
4890;9211
4891;9212
4892;9213
4893;9214
4894;9215
4895;9216
4896;9217
4897;9218
4898;9219
4899;9220
4900;9221
4901;9222
4902;9223
4903;9224
4904;9225
4905;9226
4906;9227
4907;9228
4908;9229
4909;9230
4910;9231
4911;9232
4912;9233
4913;9234
4914;9235
4915;9236
4916;9237
4917;9238
4918;9239
4919;9240
4920;9241
4921;9242
4922;9243
4923;9244
4924;9245
4925;9246
4926;9247
4927;9248
4928;9249
4929;9250
4930;9251
4931;9252
4932;9253
4933;9254
4934;9255
4935;9256
4936;9257
4937;9258
4938;9259
4939;9260
4940;9261
4941;9262
4942;9263
4943;9264
4944;9265
4945;9266
4946;9267
4947;9268
4948;9269
4949;9270
4950;9271
4951;9272
4952;9273
4953;9274
4954;9275
4955;9276
4956;9277
4957;9278
4958;9279
4959;9280
4960;9281
4961;9282
4962;9283
4963;9284
4964;9285
4965;9286
4966;9287
4967;9288
4968;9289
4969;9290
4970;9291
4971;9292
4972;9293
4973;9294
4974;9295
4975;9296
4976;9297
4977;9298
4978;9299
4979;9300
4980;9301
4981;9302
4982;9303
4983;9304
4984;9305
4985;9306
4986;9307
4987;9308
4988;9309
4989;9310
4990;9311
4991;9312
4992;9313
4993;9314
4994;9315
4995;9316
4996;9317
4997;9318
4998;9319
4999;9320
5000;9321
5001;9322
5002;9323
5003;9324
5004;9325
5005;9326
5006;9327
5007;9328
5008;9329
5009;9330
5010;9331
5011;9332
5012;9333
5013;9334
5014;9335
5015;9336
5016;9337
5017;9338
5018;9339
5019;9340
5020;9341
5021;9342
5022;9343
5023;9344
5024;9345
5025;9346
5026;9347
5027;9348
5028;9349
5029;9350
5030;9351
5031;9352
5032;9353
5033;9354
5034;9355
5035;9356
5036;9357
5037;9358
5038;9359
5039;9360
5040;9361
5041;9362
5042;9363
5043;9364
5044;9365
5045;9366
5046;9367
5047;9368
5048;9369
5049;9370
5050;9371
5051;9372
5052;9373
5053;9374
5054;9375
5055;9376
5056;9377
5057;9378
5058;9379
5059;9380
5060;9381
5061;9382
5062;9383
5063;9384
5064;9385
5065;9386
5066;9387
5067;9388
5068;9389
5069;9390
5070;9391
5071;9392
5072;9393
5073;9394
5074;9395
5075;9396
5076;9397
5077;9398
5078;9399
5079;9400
5080;9401
5081;9402
5082;9403
5083;9404
5084;9405
5085;9406
5086;9407
5087;9408
5088;9409
5089;9410
5090;9411
5091;9412
5092;9413
5093;9414
5094;9415
5095;9416
5096;9417
5097;9418
5098;9419
5099;9420
5100;9421
5101;9422
5102;9423
5103;9424
5104;9425
5105;9426
5106;9427
5107;9428
5108;9429
5109;9430
5110;9431
5111;9432
5112;9433
5113;9434
5114;9435
5115;9436
5116;9437
5117;9438
5118;9439
5119;9440
5120;9441
5121;9442
5122;9443
5123;9444
5124;9445
5125;9446
5126;9447
5127;9448
5128;9449
5129;9450
5130;9451
5131;9452
5132;9453
5133;9454
5134;9455
5135;9456
5136;9457
5137;9458
5138;9459
5139;9460
5140;9461
5141;9462
5142;9463
5143;9464
5144;9465
5145;9466
5146;9467
5147;9468
5148;9469
5149;9470
5150;9471
5151;9472
5152;9473
5153;9474
5154;9475
5155;9476
5156;9477
5157;9478
5158;9479
5159;9480
5160;9481
5161;9482
5162;9483
5163;9484
5164;9485
5165;9486
5166;9487
5167;9488
5168;9489
5169;9490
5170;9491
5171;9492
5172;9493
5173;9494
5174;9495
5175;9496
5176;9497
5177;9498
5178;9499
5179;9500
5180;9501
5181;9502
5182;9503
5183;9504
5184;9505
5185;9506
5186;9507
5187;9508
5188;9509
5189;9510
5190;9511
5191;9512
5192;9513
5193;9514
5194;9515
5195;9516
5196;9517
5197;9518
5198;9519
5199;9520
5200;9521
5201;9522
5202;9523
5203;9524
5204;9525
5205;9526
5206;9527
5207;9528
5208;9529
5209;9530
5210;9531
5211;9532
5212;9533
5213;9534
5214;9535
5215;9536
5216;9537
5217;9538
5218;9539
5219;9540
5220;9541
5221;9542
5222;9543
5223;9544
5224;9545
5225;9546
5226;9547
5227;9548
5228;9549
5229;9550
5230;9551
5231;9552
5232;9553
5233;9554
5234;9555
5235;9556
5236;9557
5237;9558
5238;9559
5239;9560
5240;9561
5241;9562
5242;9563
5243;9564
5244;9565
5245;9566
5246;9567
5247;9568
5248;9569
5249;9570
5250;9571
5251;9572
5252;9573
5253;9574
5254;9575
5255;9576
5256;9577
5257;9578
5258;9579
5259;9580
5260;9581
5261;9582
5262;9583
5263;9584
5264;9585
5265;9586
5266;9587
5267;9588
5268;9589
5269;9590
5270;9591
5271;9592
5272;9593
5273;9594
5274;9595
5275;9596
5276;9597
5277;9598
5278;9599
5279;9600
5280;9601
5281;9602
5282;9603
5283;9604
5284;9605
5285;9606
5286;9607
5287;9608
5288;9609
5289;9610
5290;9611
5291;9612
5292;9613
5293;9614
5294;9615
5295;9616
5296;9617
5297;9618
5298;9619
5299;9620
5300;9621
5301;9622
5302;9623
5303;9624
5304;9625
5305;9626
5306;9627
5307;9628
5308;9629
5309;9630
5310;9631
5311;9632
5312;9633
5313;9634
5314;9635
5315;9636
5316;9637
5317;9638
5318;9639
5319;9640
5320;9641
5321;9642
5322;9643
5323;9644
5324;9645
5325;9646
5326;9647
5327;9648
5328;9649
5329;9650
5330;9651
5331;9652
5332;9653
5333;9654
5334;9655
5335;9656
5336;9657
5337;9658
5338;9659
5339;9660
5340;9661
5341;9662
5342;9663
5343;9664
5344;9665
5345;9666
5346;9667
5347;9668
5348;9669
5349;9670
5350;9671
5351;9672
5352;9673
5353;9674
5354;9675
5355;9676
5356;9677
5357;9678
5358;9679
5359;9680
5360;9681
5361;9682
5362;9683
5363;9684
5364;9685
5365;9686
5366;9687
5367;9688
5368;9689
5369;9690
5370;9691
5371;9692
5372;9693
5373;9694
5374;9695
5375;9696
5376;9697
5377;9698
5378;9699
5379;9700
5380;9701
5381;9702
5382;395
5383;9703
5384;9704
5385;9705
5386;9706
5387;9707
5388;396
5389;9708
5390;9709
5391;9710
5392;9711
5393;9712
5394;9713
5395;9714
5396;9715
5397;397
5398;9716
5399;9717
5400;9718
5401;9719
5402;9720
5403;9721
5404;9722
5405;9723
5406;9724
5407;398
5408;9725
5409;9726
5410;9727
5411;9728
5412;9729
5413;9730
5414;9731
5415;9732
5416;9733
5417;9734
5418;9735
5419;9736
5420;9737
5421;9738
5422;9739
5423;9740
5424;9741
5425;9742
5426;9743
5427;9744
5428;9745
5429;9746
5430;9747
5431;9748
5432;9749
5433;9750
5434;9751
5435;9752
5436;9753
5437;9754
5438;9755
5439;9756
5440;9757
5441;9758
5442;9759
5443;9760
5444;9761
5445;9762
5446;9763
5447;399
5448;9764
5449;9765
5450;9766
5451;9767
5452;9768
5453;9769
5454;9770
5455;400
5456;9771
5457;9772
5458;9773
5459;9774
5460;9775
5461;9776
5462;9777
5463;9778
5464;9779
5465;9780
5466;9781
5467;9782
5468;9783
5469;9784
5470;9785
5471;9786
5472;9787
5473;9788
5474;9789
5475;9790
5476;9791
5477;9792
5478;9793
5479;9794
5480;9795
5481;9796
5482;9797
5483;9798
5484;9799
5485;9800
5486;9801
5487;9802
5488;9803
5489;9804
5490;9805
5491;9806
5492;9807
5493;9808
5494;9809
5495;9810
5496;9811
5497;9812
5498;9813
5499;9814
5500;9815
5501;9816
5502;9817
5503;9818
5504;9819
5505;9820
5506;9821
5507;9822
5508;9823
5509;9824
5510;9825
5511;9826
5512;9827
5513;9828
5514;9829
5515;9830
5516;9831
5517;9832
5518;9833
5519;9834
5520;9835
5521;9836
5522;9837
5523;9838
5524;9839
5525;9840
5526;9841
5527;9842
5528;9843
5529;9844
5530;9845
5531;9846
5532;9847
5533;9848
5534;9849
5535;9850
5536;9851
5537;9852
5538;9853
5539;9854
5540;9855
5541;9856
5542;9857
5543;9858
5544;9859
5545;9860
5546;9861
5547;9862
5548;9863
5549;9864
5550;9865
5551;9866
5552;9867
5553;9868
5554;9869
5555;9870
5556;9871
5557;9872
5558;9873
5559;9874
5560;9875
5561;9876
5562;9877
5563;9878
5564;9879
5565;9880
5566;9881
5567;9882
5568;9883
5569;9884
5570;9885
5571;9886
5572;9887
5573;9888
5574;9889
5575;9890
5576;9891
5577;9892
5578;9893
5579;9894
5580;9895
5581;9896
5582;9897
5583;9898
5584;9899
5585;9900
5586;9901
5587;9902
5588;9903
5589;9904
5590;9905
5591;9906
5592;9907
5593;9908
5594;9909
5595;9910
5596;9911
5597;9912
5598;9913
5599;9914
5600;9915
5601;9916
5602;9917
5603;9918
5604;9919
5605;9920
5606;9921
5607;9922
5608;9923
5609;9924
5610;9925
5611;9926
5612;9927
5613;9928
5614;9929
5615;9930
5616;9931
5617;9932
5618;9933
5619;9934
5620;9935
5621;9936
5622;9937
5623;9938
5624;9939
5625;9940
5626;9941
5627;9942
5628;9943
5629;9944
5630;9945
5631;9946
5632;9947
5633;9948
5634;9949
5635;9950
5636;9951
5637;9952
5638;9953
5639;9954
5640;9955
5641;9956
5642;9957
5643;9958
5644;9959
5645;9960
5646;9961
5647;9962
5648;9963
5649;9964
5650;9965
5651;9966
5652;9967
5653;9968
5654;9969
5655;9970
5656;9971
5657;9972
5658;9973
5659;9974
5660;9975
5661;9976
5662;9977
5663;9978
5664;9979
5665;9980
5666;9981
5667;9982
5668;9983
5669;9984
5670;9985
5671;9986
5672;9987
5673;9988
5674;9989
5675;9990
5676;9991
5677;9992
5678;9993
5679;9994
5680;9995
5681;9996
5682;9997
5683;9998
5684;9999
5685;10000
5686;10001
5687;10002
5688;10003
5689;10004
5690;10005
5691;10006
5692;10007
5693;10008
5694;10009
5695;10010
5696;10011
5697;10012
5698;10013
5699;10014
5700;10015
5701;10016
5702;10017
5703;10018
5704;10019
5705;10020
5706;10021
5707;10022
5708;10023
5709;10024
5710;10025
5711;10026
5712;10027
5713;10028
5714;10029
5715;10030
5716;10031
5717;10032
5718;10033
5719;10034
5720;10035
5721;10036
5722;10037
5723;10038
5724;10039
5725;10040
5726;10041
5727;10042
5728;10043
5729;10044
5730;10045
5731;10046
5732;10047
5733;10048
5734;10049
5735;10050
5736;10051
5737;10052
5738;10053
5739;10054
5740;10055
5741;10056
5742;10057
5743;10058
5744;10059
5745;10060
5746;10061
5747;10062
5748;10063
5749;10064
5750;10065
5751;10066
5752;10067
5753;10068
5754;10069
5755;10070
5756;10071
5757;10072
5758;10073
5759;10074
5760;10075
5761;10076
5762;10077
5763;10078
5764;10079
5765;10080
5766;10081
5767;10082
5768;10083
5769;10084
5770;10085
5771;10086
5772;10087
5773;10088
5774;10089
5775;10090
5776;10091
5777;10092
5778;10093
5779;10094
5780;10095
5781;10096
5782;10097
5783;10098
5784;10099
5785;10100
5786;10101
5787;10102
5788;10103
5789;10104
5790;10105
5791;10106
5792;10107
5793;10108
5794;10109
5795;10110
5796;10111
5797;10112
5798;10113
5799;10114
5800;10115
5801;10116
5802;10117
5803;10118
5804;10119
5805;10120
5806;10121
5807;10122
5808;10123
5809;10124
5810;10125
5811;10126
5812;10127
5813;10128
5814;10129
5815;10130
5816;10131
5817;10132
5818;10133
5819;10134
5820;10135
5821;10136
5822;10137
5823;10138
5824;10139
5825;10140
5826;10141
5827;10142
5828;10143
5829;10144
5830;10145
5831;10146
5832;10147
5833;10148
5834;10149
5835;10150
5836;10151
5837;10152
5838;10153
5839;10154
5840;10155
5841;10156
5842;10157
5843;10158
5844;10159
5845;10160
5846;10161
5847;10162
5848;10163
5849;10164
5850;10165
5851;10166
5852;10167
5853;10168
5854;10169
5855;10170
5856;10171
5857;10172
5858;10173
5859;10174
5860;10175
5861;10176
5862;10177
5863;10178
5864;10179
5865;10180
5866;10181
5867;10182
5868;10183
5869;10184
5870;10185
5871;10186
5872;10187
5873;10188
5874;10189
5875;10190
5876;10191
5877;10192
5878;10193
5879;10194
5880;10195
5881;10196
5882;10197
5883;10198
5884;10199
5885;10200
5886;10201
5887;10202
5888;10203
5889;10204
5890;10205
5891;10206
5892;10207
5893;10208
5894;10209
5895;10210
5896;10211
5897;10212
5898;10213
5899;10214
5900;10215
5901;10216
5902;10217
5903;10218
5904;10219
5905;10220
5906;10221
5907;10222
5908;10223
5909;10224
5910;10225
5911;10226
5912;10227
5913;10228
5914;10229
5915;10230
5916;10231
5917;10232
5918;10233
5919;10234
5920;10235
5921;10236
5922;10237
5923;10238
5924;10239
5925;10240
5926;10241
5927;10242
5928;10243
5929;10244
5930;10245
5931;10246
5932;10247
5933;10248
5934;10249
5935;10250
5936;10251
5937;10252
5938;10253
5939;10254
5940;10255
5941;10256
5942;10257
5943;10258
5944;10259
5945;10260
5946;10261
5947;10262
5948;10263
5949;10264
5950;10265
5951;10266
5952;10267
5953;10268
5954;10269
5955;10270
5956;10271
5957;10272
5958;10273
5959;10274
5960;10275
5961;10276
5962;10277
5963;10278
5964;10279
5965;10280
5966;10281
5967;10282
5968;10283
5969;10284
5970;10285
5971;10286
5972;10287
5973;10288
5974;10289
5975;10290
5976;10291
5977;10292
5978;10293
5979;10294
5980;10295
5981;10296
5982;10297
5983;10298
5984;10299
5985;10300
5986;10301
5987;10302
5988;10303
5989;10304
5990;10305
5991;10306
5992;10307
5993;10308
5994;10309
5995;10310
5996;10311
5997;10312
5998;10313
5999;10314
6000;10315
6001;10316
6002;10317
6003;10318
6004;10319
6005;10320
6006;10321
6007;10322
6008;10323
6009;10324
6010;10325
6011;10326
6012;10327
6013;10328
6014;10329
6015;10330
6016;10331
6017;10332
6018;10333
6019;10334
6020;10335
6021;10336
6022;10337
6023;10338
6024;10339
6025;10340
6026;10341
6027;10342
6028;10343
6029;10344
6030;10345
6031;10346
6032;10347
6033;10348
6034;10349
6035;10350
6036;10351
6037;10352
6038;10353
6039;10354
6040;10355
6041;10356
6042;10357
6043;10358
6044;10359
6045;10360
6046;10361
6047;10362
6048;10363
6049;10364
6050;10365
6051;10366
6052;10367
6053;10368
6054;10369
6055;10370
6056;10371
6057;10372
6058;10373
6059;10374
6060;10375
6061;10376
6062;10377
6063;10378
6064;10379
6065;10380
6066;10381
6067;10382
6068;10383
6069;10384
6070;10385
6071;10386
6072;10387
6073;10388
6074;10389
6075;10390
6076;10391
6077;10392
6078;10393
6079;10394
6080;10395
6081;10396
6082;10397
6083;10398
6084;10399
6085;10400
6086;10401
6087;10402
6088;10403
6089;10404
6090;10405
6091;10406
6092;10407
6093;10408
6094;10409
6095;10410
6096;10411
6097;10412
6098;10413
6099;10414
6100;10415
6101;10416
6102;10417
6103;10418
6104;10419
6105;10420
6106;10421
6107;10422
6108;10423
6109;10424
6110;10425
6111;10426
6112;10427
6113;10428
6114;10429
6115;10430
6116;10431
6117;10432
6118;10433
6119;10434
6120;10435
6121;10436
6122;10437
6123;10438
6124;10439
6125;10440
6126;10441
6127;10442
6128;10443
6129;10444
6130;10445
6131;10446
6132;10447
6133;10448
6134;10449
6135;10450
6136;10451
6137;10452
6138;10453
6139;10454
6140;10455
6141;10456
6142;10457
6143;10458
6144;10459
6145;10460
6146;10461
6147;10462
6148;10463
6149;10464
6150;10465
6151;10466
6152;10467
6153;10468
6154;10469
6155;10470
6156;10471
6157;10472
6158;10473
6159;10474
6160;10475
6161;10476
6162;10477
6163;10478
6164;10479
6165;10480
6166;10481
6167;10482
6168;401
6169;10483
6170;402
6171;10484
6172;10485
6173;10486
6174;10487
6175;10488
6176;10489
6177;10490
6178;10491
6179;10492
6180;10493
6181;10494
6182;10495
6183;10496
6184;10497
6185;403
6186;10498
6187;10499
6188;10500
6189;10501
6190;10502
6191;10503
6192;404
6193;10504
6194;10505
6195;10506
6196;10507
6197;10508
6198;10509
6199;10510
6200;10511
6201;10512
6202;10513
6203;10514
6204;10515
6205;10516
6206;10517
6207;10518
6208;10519
6209;10520
6210;10521
6211;10522
6212;10523
6213;10524
6214;10525
6215;10526
6216;10527
6217;10528
6218;10529
6219;10530
6220;10531
6221;10532
6222;10533
6223;10534
6224;10535
6225;10536
6226;10537
6227;10538
6228;10539
6229;10540
6230;10541
6231;10542
6232;10543
6233;10544
6234;10545
6235;10546
6236;10547
6237;10548
6238;10549
6239;10550
6240;10551
6241;10552
6242;10553
6243;10554
6244;10555
6245;10556
6246;10557
6247;10558
6248;10559
6249;10560
6250;10561
6251;10562
6252;10563
6253;10564
6254;10565
6255;10566
6256;10567
6257;10568
6258;10569
6259;10570
6260;10571
6261;10572
6262;10573
6263;10574
6264;10575
6265;10576
6266;10577
6267;10578
6268;10579
6269;10580
6270;10581
6271;10582
6272;10583
6273;10584
6274;10585
6275;10586
6276;10587
6277;10588
6278;10589
6279;10590
6280;10591
6281;10592
6282;10593
6283;10594
6284;10595
6285;10596
6286;10597
6287;10598
6288;10599
6289;10600
6290;10601
6291;10602
6292;10603
6293;10604
6294;10605
6295;10606
6296;10607
6297;10608
6298;10609
6299;10610
6300;10611
6301;10612
6302;10613
6303;10614
6304;10615
6305;10616
6306;10617
6307;10618
6308;10619
6309;10620
6310;10621
6311;10622
6312;10623
6313;10624
6314;10625
6315;10626
6316;10627
6317;10628
6318;10629
6319;10630
6320;10631
6321;10632
6322;10633
6323;10634
6324;10635
6325;10636
6326;10637
6327;10638
6328;10639
6329;10640
6330;10641
6331;10642
6332;10643
6333;10644
6334;10645
6335;10646
6336;10647
6337;10648
6338;10649
6339;10650
6340;10651
6341;10652
6342;10653
6343;10654
6344;10655
6345;10656
6346;10657
6347;10658
6348;10659
6349;10660
6350;10661
6351;10662
6352;10663
6353;10664
6354;10665
6355;10666
6356;10667
6357;10668
6358;10669
6359;10670
6360;10671
6361;10672
6362;10673
6363;10674
6364;10675
6365;10676
6366;10677
6367;10678
6368;10679
6369;10680
6370;10681
6371;10682
6372;10683
6373;10684
6374;10685
6375;10686
6376;10687
6377;10688
6378;10689
6379;10690
6380;10691
6381;10692
6382;10693
6383;10694
6384;10695
6385;10696
6386;10697
6387;10698
6388;10699
6389;10700
6390;10701
6391;10702
6392;10703
6393;10704
6394;10705
6395;10706
6396;10707
6397;10708
6398;10709
6399;10710
6400;10711
6401;10712
6402;10713
6403;10714
6404;10715
6405;405
6406;406
6407;10716
6408;10717
6409;10718
6410;10719
6411;10720
6412;407
6413;10721
6414;10722
6415;408
6416;10723
6417;10724
6418;10725
6419;10726
6420;10727
6421;10728
6422;409
6423;10729
6424;10730
6425;10731
6426;10732
6427;10733
6428;410
6429;10734
6430;10735
6431;10736
6432;10737
6433;10738
6434;10739
6435;10740
6436;10741
6437;411
6438;10742
6439;10743
6440;10744
6441;10745
6442;10746
6443;10747
6444;10748
6445;10749
6446;10750
6447;10751
6448;10752
6449;10753
6450;10754
6451;10755
6452;10756
6453;412
6454;413
6455;10757
6456;10758
6457;10759
6458;10760
6459;10761
6460;414
6461;10762
6462;10763
6463;10764
6464;10765
6465;10766
6466;10767
6467;10768
6468;10769
6469;10770
6470;10771
6471;415
6472;10772
6473;10773
6474;10774
6475;10775
6476;10776
6477;10777
6478;10778
6479;416
6480;10779
6481;10780
6482;10781
6483;10782
6484;10783
6485;10784
6486;10785
6487;417
6488;10786
6489;10787
6490;10788
6491;10789
6492;10790
6493;10791
6494;10792
6495;418
6496;10793
6497;10794
6498;10795
6499;10796
6500;10797
6501;10798
6502;10799
6503;10800
6504;10801
6505;10802
6506;10803
6507;10804
6508;10805
6509;10806
6510;10807
6511;10808
6512;10809
6513;10810
6514;10811
6515;10812
6516;10813
6517;10814
6518;10815
6519;419
6520;10816
6521;10817
6522;10818
6523;10819
6524;10820
6525;10821
6526;10822
6527;10823
6528;10824
6529;10825
6530;10826
6531;10827
6532;10828
6533;10829
6534;10830
6535;10831
6536;10832
6537;10833
6538;10834
6539;10835
6540;10836
6541;10837
6542;10838
6543;10839
6544;10840
6545;10841
6546;10842
6547;10843
6548;10844
6549;10845
6550;10846
6551;10847
6552;10848
6553;10849
6554;10850
6555;10851
6556;10852
6557;10853
6558;10854
6559;10855
6560;10856
6561;10857
6562;10858
6563;10859
6564;10860
6565;10861
6566;10862
6567;10863
6568;10864
6569;10865
6570;10866
6571;10867
6572;10868
6573;10869
6574;10870
6575;10871
6576;10872
6577;10873
6578;10874
6579;10875
6580;10876
6581;10877
6582;10878
6583;10879
6584;10880
6585;10881
6586;10882
6587;10883
6588;10884
6589;10885
6590;10886
6591;10887
6592;10888
6593;10889
6594;10890
6595;10891
6596;10892
6597;10893
6598;10894
6599;10895
6600;10896
6601;10897
6602;10898
6603;10899
6604;10900
6605;10901
6606;10902
6607;10903
6608;10904
6609;10905
6610;10906
6611;10907
6612;10908
6613;10909
6614;10910
6615;10911
6616;10912
6617;10913
6618;10914
6619;10915
6620;10916
6621;10917
6622;10918
6623;10919
6624;10920
6625;10921
6626;10922
6627;10923
6628;10924
6629;10925
6630;10926
6631;10927
6632;10928
6633;10929
6634;10930
6635;10931
6636;10932
6637;10933
6638;10934
6639;10935
6640;10936
6641;10937
6642;10938
6643;10939
6644;10940
6645;10941
6646;10942
6647;10943
6648;10944
6649;10945
6650;10946
6651;10947
6652;10948
6653;10949
6654;10950
6655;10951
6656;10952
6657;10953
6658;10954
6659;10955
6660;10956
6661;10957
6662;10958
6663;10959
6664;10960
6665;10961
6666;10962
6667;10963
6668;10964
6669;10965
6670;10966
6671;10967
6672;10968
6673;10969
6674;10970
6675;10971
6676;10972
6677;10973
6678;10974
6679;10975
6680;10976
6681;10977
6682;10978
6683;10979
6684;10980
6685;10981
6686;10982
6687;10983
6688;10984
6689;10985
6690;10986
6691;10987
6692;10988
6693;10989
6694;10990
6695;10991
6696;10992
6697;10993
6698;10994
6699;10995
6700;10996
6701;10997
6702;10998
6703;10999
6704;11000
6705;11001
6706;11002
6707;11003
6708;11004
6709;11005
6710;11006
6711;11007
6712;11008
6713;11009
6714;11010
6715;11011
6716;11012
6717;11013
6718;11014
6719;11015
6720;11016
6721;11017
6722;11018
6723;11019
6724;11020
6725;11021
6726;11022
6727;11023
6728;11024
6729;11025
6730;11026
6731;11027
6732;11028
6733;11029
6734;11030
6735;11031
6736;11032
6737;11033
6738;11034
6739;11035
6740;11036
6741;11037
6742;11038
6743;11039
6744;11040
6745;11041
6746;11042
6747;11043
6748;11044
6749;11045
6750;11046
6751;11047
6752;11048
6753;11049
6754;11050
6755;11051
6756;11052
6757;11053
6758;11054
6759;11055
6760;11056
6761;11057
6762;11058
6763;11059
6764;11060
6765;11061
6766;11062
6767;11063
6768;11064
6769;11065
6770;11066
6771;11067
6772;11068
6773;11069
6774;11070
6775;11071
6776;11072
6777;11073
6778;11074
6779;11075
6780;11076
6781;11077
6782;11078
6783;11079
6784;11080
6785;11081
6786;11082
6787;11083
6788;11084
6789;11085
6790;11086
6791;11087
6792;11088
6793;11089
6794;11090
6795;11091
6796;11092
6797;11093
6798;11094
6799;11095
6800;11096
6801;11097
6802;11098
6803;11099
6804;11100
6805;11101
6806;11102
6807;11103
6808;11104
6809;11105
6810;11106
6811;11107
6812;11108
6813;11109
6814;11110
6815;11111
6816;11112
6817;11113
6818;11114
6819;11115
6820;11116
6821;11117
6822;11118
6823;11119
6824;11120
6825;11121
6826;11122
6827;11123
6828;11124
6829;11125
6830;11126
6831;11127
6832;11128
6833;11129
6834;11130
6835;11131
6836;11132
6837;11133
6838;11134
6839;11135
6840;11136
6841;11137
6842;11138
6843;11139
6844;11140
6845;11141
6846;11142
6847;11143
6848;11144
6849;11145
6850;11146
6851;11147
6852;11148
6853;11149
6854;11150
6855;11151
6856;11152
6857;11153
6858;11154
6859;11155
6860;11156
6861;11157
6862;11158
6863;11159
6864;11160
6865;11161
6866;11162
6867;11163
6868;11164
6869;11165
6870;11166
6871;11167
6872;11168
6873;11169
6874;11170
6875;11171
6876;11172
6877;11173
6878;11174
6879;11175
6880;11176
6881;11177
6882;11178
6883;11179
6884;11180
6885;11181
6886;11182
6887;11183
6888;11184
6889;11185
6890;11186
6891;11187
6892;11188
6893;11189
6894;11190
6895;11191
6896;11192
6897;11193
6898;11194
6899;11195
6900;11196
6901;11197
6902;11198
6903;11199
6904;11200
6905;11201
6906;11202
6907;11203
6908;11204
6909;11205
6910;11206
6911;11207
6912;11208
6913;11209
6914;11210
6915;11211
6916;11212
6917;11213
6918;11214
6919;11215
6920;11216
6921;11217
6922;11218
6923;11219
6924;11220
6925;11221
6926;11222
6927;11223
6928;11224
6929;11225
6930;11226
6931;11227
6932;11228
6933;11229
6934;11230
6935;11231
6936;11232
6937;11233
6938;11234
6939;11235
6940;11236
6941;11237
6942;11238
6943;11239
6944;11240
6945;11241
6946;11242
6947;11243
6948;11244
6949;11245
6950;11246
6951;11247
6952;11248
6953;11249
6954;11250
6955;11251
6956;11252
6957;11253
6958;11254
6959;11255
6960;11256
6961;11257
6962;11258
6963;11259
6964;11260
6965;11261
6966;11262
6967;11263
6968;11264
6969;11265
6970;11266
6971;11267
6972;11268
6973;11269
6974;11270
6975;11271
6976;11272
6977;11273
6978;11274
6979;11275
6980;11276
6981;11277
6982;11278
6983;11279
6984;11280
6985;11281
6986;11282
6987;11283
6988;11284
6989;11285
6990;11286
6991;11287
6992;11288
6993;11289
6994;11290
6995;11291
6996;11292
6997;11293
6998;11294
6999;11295
7000;11296
7001;11297
7002;11298
7003;11299
7004;11300
7005;11301
7006;11302
7007;11303
7008;11304
7009;11305
7010;11306
7011;11307
7012;11308
